NAME,TYPE,GROUP,LAT,LONG,THUMBNAIL,NOTES,NOTES_NEW,x,y,TIB
Dhaalu,Atoll,Maldive Islands,2.8372,72.934,http://dpanther2.fiu.edu/worldAtolls/64. Dhaalu.jpg,"aka So. Nilandu. Platform 739 km2, Dmax 68m. Ref: Isaack & Gischler 2015.","aka So. Nilandu. Platform 739 km2, Dmax 68m. Ref: Isaack & Gischler 2015.",8118975.742,315964.8142,
Wake,Atoll,"Isolated, Mid-Pacific",19.2977,166.6262,http://dpanther2.fiu.edu/worldAtolls/275. Wake.jpg,"Admin. by U.S. Air Force, 3000 m runway. Lagoon 17 km2, Dmax 26m Ref: Purdy 2001.","Admin. by U.S. Air Force, 3000 m runway. Lagoon 17 km2, Dmax 26m Ref: Purdy 2001.",18548743.74,2190016.814,
Bikini,Atoll,Marshall Islands,11.5904,165.3822,http://dpanther2.fiu.edu/worldAtolls/276. Bikini.jpg,"Platform 799 km2 with six passes at SW, 2 shallow rim areas SW & S. Lagoon 629 km2 with few pinnacles; Dx̄ 46m, Dmax 60m. Site of U.S. nuclear tests 1946-1958. Ref: Allen Coral Atlas 06/21; E2; P10.","Platform 799 km2 with six passes at SW, 2 shallow rim areas SW & S. Lagoon 629 km2 with few pinnacles; Dx̄ 46m, Dmax 60m. Site of U.S. nuclear tests 1946-1958. Ref: Allen Coral Atlas 06/21; E2; P10.",18410262.29,1299128.277,
Kolomadulu,Atoll,Maldive Islands,2.3764,73.1045,http://dpanther2.fiu.edu/worldAtolls/65. Kolomadulu.jpg,"islands ~7.7% of rim area. Rim continuous except for passes. Lagoon faro development reduced to four at west. Platform 1617 km2, Dmax 79m. Ref: Isaack & Gischler 2015.","islands ~7.7% of rim area. Rim continuous except for passes. Lagoon faro development reduced to four at west. Platform 1617 km2, Dmax 79m. Ref: Isaack & Gischler 2015.",8137955.715,264615.5167,
Enewetak,Atoll,Marshall Islands,11.4948,162.2244,http://dpanther2.fiu.edu/worldAtolls/277. Enewetak.jpg,"Platform 1084 km2 1 pass at E rim; 2 shallower at S & W. Lagoon 932 km2, Dx̄ 48 m; Dmax 64 m, scattered pinnacles at center. Site of U.S. Nuclear tests 1948-1958. Refs: Allen Coral Atlas 07/21; E2; P1; Y1.","Platform 1084 km2 1 pass at E rim; 2 shallower at S & W. Lagoon 932 km2, Dx̄ 48 m; Dmax 64 m, scattered pinnacles at center. Site of U.S. Nuclear tests 1948-1958. Refs: Allen Coral Atlas 07/21; E2; P1; Y1.",18058737.6,1288266.466,
Haddummati,Atoll,Maldive Islands,1.9212,73.4046,http://dpanther2.fiu.edu/worldAtolls/66. Haddummati.jpg,"Platform 881 km2, continuous except for passes; seagrass on rim islands except NW. Dmax 73m. Refs: Allen Coral Atlas, 05/21; Isaack & Gischler 2015.","Platform 881 km2, continuous except for passes; seagrass on rim islands except NW. Dmax 73m. Refs: Allen Coral Atlas, 05/21; Isaack & Gischler 2015.",8171362.694,213907.0937,
Rongelap,Atoll,Marshall Islands,11.3333,166.8131,http://dpanther2.fiu.edu/worldAtolls/278. Rongelap.jpg,"Platform 1146 km2 with 9 passes: 4S, 3 E,1W, 1N. Lagoon 1026 km2 with few pinnacles, Dx̄ 49m, Dmax 62m. Ref: Allen Coral Atlas 07/21; E2, P10.","Platform 1146 km2 with 9 passes: 4S, 3 E,1W, 1N. Lagoon 1026 km2 with few pinnacles, Dx̄ 49m, Dmax 62m. Ref: Allen Coral Atlas 07/21; E2, P10.",18569549.35,1269925.629,
Suvadiva,Atoll,Maldive Islands,0.4824,73.275,http://dpanther2.fiu.edu/worldAtolls/67. Suvadiva.jpg,"Platform 3152 km2 with few faros at NW islands, esp. at east with seagrass behind coral and rock, Dmax 82m. Refs: Allen Coral Atlas 05/21; Isaack & Gischler 2015.","Platform 3152 km2 with few faros at NW islands, esp. at east with seagrass behind coral and rock, Dmax 82m. Refs: Allen Coral Atlas 05/21; Isaack & Gischler 2015.",8156935.688,53701.15682,
Ailinginae,Atoll,Marshall Islands,11.1429,166.4339,http://dpanther2.fiu.edu/worldAtolls/280. Ailinginae.jpg,"Platform 157 km2 with 2 passes at S rim. Lagoon 104 km2, scattered pinnacles, more in east lagoon. Dmax 31m. Ref: Allen Coral Atlas 07/21; E2; P10.","Platform 157 km2 with 2 passes at S rim. Lagoon 104 km2, scattered pinnacles, more in east lagoon. Dmax 31m. Ref: Allen Coral Atlas 07/21; E2; P10.",18527337,1248316.04,
Addu,Atoll,Maldive Islands,-0.649,73.1674,http://dpanther2.fiu.edu/worldAtolls/68. Addu.jpg,"Platform 158 km2, no faros; seagrass at NW/NE islands. Lagoon Dmax 79m. Refs: Allen Coral Atlas 05/21; Isaack & Gischler 2015.  Carbonate Evaporites. doi 10.1007/s13146-015-0268-z","Platform 158 km2, no faros; seagrass at NW/NE islands. Lagoon Dmax 79m. Refs: Allen Coral Atlas 05/21; Isaack & Gischler 2015.  Carbonate Evaporites. doi 10.1007/s13146-015-0268-z",8144957.711,-72247.8945,
Wotho,Atoll,Marshall Islands,10.1046,165.9733,http://dpanther2.fiu.edu/worldAtolls/281. Wotho.jpg,"Platform 129.7 km2, much of western rim at or below sea level. Lagoon 97 km2. Dmax 37m. Refs: Allen Coral Atlas 07/21; P10 for depth only, lagoon area listed as 438 km2.","Platform 129.7 km2, much of western rim at or below sea level. Lagoon 97 km2. Dmax 37m. Refs: Allen Coral Atlas 07/21; P10 for depth only, lagoon area listed as 438 km2.",18476063.24,1130715.531,
Ujelang,Atoll,Marshall Islands,9.8237,160.8952,http://dpanther2.fiu.edu/worldAtolls/282. Ujelang.jpg,"Platform 107 km2, 3 shallow passes at SW rim. Lagoon 71.5 km2 with few scattered patches, Dmax 49m. Refs: Allen Coral Atlas 07/21; P10.","Platform 107 km2, 3 shallow passes at SW rim. Lagoon 71.5 km2 with few scattered patches, Dmax 49m. Refs: Allen Coral Atlas 07/21; P10.",17910771.74,1098966.965,
Kwajalein,Atoll,Marshall Islands,9.1876,167.4552,http://dpanther2.fiu.edu/worldAtolls/283. Kwajalein.jpg,"Largest atoll in Marshall group. Platform 2304 km2 with several passes and much of rim submerged at W & SW. Lagoon 2174 km2 with few pinnacles, Dmax 61m. Ref: Allen Coral Atlas 06/21; E2; P10.","Largest atoll in Marshall group. Platform 2304 km2 with several passes and much of rim submerged at W & SW. Lagoon 2174 km2 with few pinnacles, Dmax 61m. Ref: Allen Coral Atlas 06/21; E2; P10.",18641027.59,1027170.437,
Lae,Atoll,Marshall Islands,8.9374,166.2406,http://dpanther2.fiu.edu/worldAtolls/285. Lae.jpg,"Platform 28.1 km2, shallow channel in western rim; lagoon 17.1 km2, Dmax 66m. Ref: Allen Coral Atlas 07/21; P10 depth only.","Platform 28.1 km2, shallow channel in western rim; lagoon 17.1 km2, Dmax 66m. Ref: Allen Coral Atlas 07/21; P10 depth only.",18505818.94,998966.2071,
Namu,Atoll,Marshall Islands,7.9867,168.1679,http://dpanther2.fiu.edu/worldAtolls/287. Namu.jpg,"Platform 462 km2; islands 6% of rim with multiple hoa and 3 passes at west. Lagoon 406 km2, Dmax 49m. Refs: Allen Coral Atlas 06/21; P10.","Platform 462 km2; islands 6% of rim with multiple hoa and 3 passes at west. Lagoon 406 km2, Dmax 49m. Refs: Allen Coral Atlas 06/21; P10.",18720365,891968.676,
Ailinglaplap,Atoll,Marshall Islands,7.3947,168.7634,http://dpanther2.fiu.edu/worldAtolls/288. Ailinglaplap.jpg,"Platform 819 km2; 4 passes at NW, 1 at south. Lagoon 759 km2 with >20 pinnacles,  Dmax 62m. Refs: Allen Coral Atlas 06/21; P10.","Platform 819 km2; 4 passes at NW, 1 at south. Lagoon 759 km2 with >20 pinnacles,  Dmax 62m. Refs: Allen Coral Atlas 06/21; P10.",18786655.75,825469.0652,
Jaluit,Atoll,Marshall Islands,6.0064,169.5537,http://dpanther2.fiu.edu/worldAtolls/289. Jaluit.jpg,"Platform 855 km2, passes E/SE/SW. Lagoon 795 km2 with very narrow apron, but sediment spits and embayments along western margin; Dmax 49m. Refs: Allen Coral Atlas 06/21; P10.","Platform 855 km2, passes E/SE/SW. Lagoon 795 km2 with very narrow apron, but sediment spits and embayments along western margin; Dmax 49m. Refs: Allen Coral Atlas 06/21; P10.",18874631.55,669857.4303,
Ebon,Atoll,Marshall Islands,4.6349,168.7192,http://dpanther2.fiu.edu/worldAtolls/291. Ebon.jpg,Platform 129 km2 with sinuous channel at SW. Lagoon 107 km2 Dmax 33m  Ref: Allen Coral Atlas 06/21; P10.,Platform 129 km2 with sinuous channel at SW. Lagoon 107 km2 Dmax 33m  Ref: Allen Coral Atlas 06/21; P10.,18781735.43,516518.3547,
Utrik,Atoll,Marshall Islands,11.2458,169.7902,http://dpanther2.fiu.edu/worldAtolls/294. Utrik.jpg,"Platform 107.1 km2, Shallow channel (arrow) reported to be 4->5 m deep, navigable with difficulty. Lagoon 70.0 km2, Dmax 49m. Few scattered pinnacles, E lagoon. Refs: Allen Coral Atlas 06/21; S2; P10.","Platform 107.1 km2, Shallow channel (arrow) reported to be 4->5 m deep, navigable with difficulty. Lagoon 70.0 km2, Dmax 49m. Few scattered pinnacles, E lagoon. Refs: Allen Coral Atlas 06/21; S2; P10.",18900958.61,1259992.979,
Ailuk,Atoll,Marshall Islands,10.3134,169.9373,http://dpanther2.fiu.edu/worldAtolls/296. Ailuk.jpg,"Platform 238 km2, 4 passes at west. Lagoon 191 km2 with scattered pinnacles, more at central east lagoon, Dmax 53m. Refs: Allen Coral Atlas 06/21; P10.","Platform 238 km2, 4 passes at west. Lagoon 191 km2 with scattered pinnacles, more at central east lagoon, Dmax 53m. Refs: Allen Coral Atlas 06/21; P10.",18917333.7,1154332.971,
Likiep,Atoll,Marshall Islands,9.897,169.1366,http://dpanther2.fiu.edu/worldAtolls/297. Likiep.jpg,"Platform 489 km2, parts of western rim shallow, passes at west and south. Lagoon 414 km2 with scattered pinnacles, Dmax 56m. Refs: Allen Coral Atlas 06/21; P10.","Platform 489 km2, parts of western rim shallow, passes at west and south. Lagoon 414 km2 with scattered pinnacles, Dmax 56m. Refs: Allen Coral Atlas 06/21; P10.",18828200.19,1107249.026,
Wotje,Atoll,Marshall Islands,9.4385,170.0167,http://dpanther2.fiu.edu/worldAtolls/298. Wotje.jpg,Platform 786 km2 with 14 km of SW rim submerged. Lagoon 709 km2 with passes at NW & S. Few pinnacles.,Platform 786 km2 with 14 km of SW rim submerged. Lagoon 709 km2 with passes at NW & S. Few pinnacles.,18926172.47,1055473.588,
Maloelap,Atoll,Marshall Islands,8.7375,171.0411,http://dpanther2.fiu.edu/worldAtolls/300. Maloelap.jpg,"Platform 1068 m2, multiple passes at SW rim. Lagoon 931 km2 with few pinnacles, Dmax 81m. Refs: Allen Coral Atlas 06/21; P10.","Platform 1068 m2, multiple passes at SW rim. Lagoon 931 km2 with few pinnacles, Dmax 81m. Refs: Allen Coral Atlas 06/21; P10.",19040208.16,976446.074,
Aur,Atoll,Marshall Islands,8.2557,171.0935,http://dpanther2.fiu.edu/worldAtolls/301. Aur.jpg,"Platform 285 with low rim and multiple passes at W/SW. Lagoon 237 km2 with few pinnacles, Dmax 82m. Refs: Allen Coral Atlas 06/21; P10.","Platform 285 with low rim and multiple passes at W/SW. Lagoon 237 km2 with few pinnacles, Dmax 82m. Refs: Allen Coral Atlas 06/21; P10.",19046041.3,922216.9942,
Majuro,Atoll,Marshall Islands,7.1137,171.1993,http://dpanther2.fiu.edu/worldAtolls/302. Majuro.jpg,"Platform 344 km2, ~6 km of north rim submerged. Lagoon 307 km2, Dmax 64m. Ref: Yamano et al. 2002.","Platform 344 km2, ~6 km of north rim submerged. Lagoon 307 km2, Dmax 64m. Ref: Yamano et al. 2002.",19057818.9,793935.8545,
Arno,Atoll,Marshall Islands,7.0611,171.6631,http://dpanther2.fiu.edu/worldAtolls/303. Arno.jpg,Bonnet-shaped platform 437 km2. Main lagoon 341 km2 with multiple passes at east rim. Secondary lagoons (N= 4.4 km2; E= 3.35 km2) closed off by coral reef growth.  Dmax 62m.  Refs: Allen Coral Atlas 06/21; P10; W4.,Bonnet-shaped platform 437 km2. Main lagoon 341 km2 with multiple passes at east rim. Secondary lagoons (N= 4.4 km2; E= 3.35 km2) closed off by coral reef growth.  Dmax 62m.  Refs: Allen Coral Atlas 06/21; P10; W4.,19109448.88,788035.364,
Mili,Atoll,Marshall Islands,6.1312,171.9422,http://dpanther2.fiu.edu/worldAtolls/304. Mili.jpg,"Platform 899 km2. Lagoon 790 km2 with few pinnacles; Dmax 71m. Appendage-like Narikrik Atoll with its 2.26 km2 lagoon attached at southeast by 6m-deep, 3.6 km-long submarine ridge. Refs: Allen Coral Atlas 06/21; P10; W4.","Platform 899 km2. Lagoon 790 km2 with few pinnacles; Dmax 71m. Appendage-like Narikrik Atoll with its 2.26 km2 lagoon attached at southeast by 6m-deep, 3.6 km-long submarine ridge. Refs: Allen Coral Atlas 06/21; P10; W4.",19140518.15,683828.4037,
Butaritari,Atoll,Gilbert Islands,3.152,172.8311,http://dpanther2.fiu.edu/worldAtolls/305. Butaritari.jpg,"Platform 446 km2 with 3 passes at west. Lagoon 305 km2, Dmax 38m. Most extensive mangrove development in Kiribati (est. 166 ha). Ref: Allen Coral Atlas 06/21; T1; P10.","Platform 446 km2 with 3 passes at west. Lagoon 305 km2, Dmax 38m. Most extensive mangrove development in Kiribati (est. 166 ha). Ref: Allen Coral Atlas 06/21; T1; P10.",19239470.05,351056.1527,
Abiang,Atoll,Gilbert Islands,1.8569,172.9472,http://dpanther2.fiu.edu/worldAtolls/307. Abiang.jpg,"Platform 313 km2, multiple passes at west. Lagoon ~278 km2, Dmax 27m. Refs: Allen Coral Atlas 06/21; P10.","Platform 313 km2, multiple passes at west. Lagoon ~278 km2, Dmax 27m. Refs: Allen Coral Atlas 06/21; P10.",19252394.24,206745.3579,
Tarawa,Atoll,Gilbert Islands,1.4387,172.9878,http://dpanther2.fiu.edu/worldAtolls/308. Tarawa.jpg,"Platform 421 km2, west rim submerged. Lagoon ~349 km2, sandy with diverse mollusk population esp. in extensive seagrass beds at SE, enhanced by  equatorial upwelling. Dmax 25m. Refs: Allen Coral Atlas 06/21 (no bio/geo coverage); P4; P10.","Platform 421 km2, west rim submerged. Lagoon ~349 km2, sandy with diverse mollusk population esp. in extensive seagrass beds at SE, enhanced by  equatorial upwelling. Dmax 25m. Refs: Allen Coral Atlas 06/21 (no bio/geo coverage); P4; P10.",19256913.81,160172.1841,
Maiana,Atoll,Gilbert Islands,0.9321,173.0036,http://dpanther2.fiu.edu/worldAtolls/309. Maiana.jpg,"Platform 223.9 km2 incl. 25% of rim submerged at W & SW (cf., ref. P10). Lagoon 81.68 km2 Dmax 16m. Refs: Allen Coral Atlas 06/21; P10 (depth only).","Platform 223.9 km2 incl. 25% of rim submerged at W & SW (cf., ref. P10). Lagoon 81.68 km2 Dmax 16m. Refs: Allen Coral Atlas 06/21; P10 (depth only).",19258672.66,103765.4745,
Abemama,Atoll,Gilbert Islands,0.3927,173.8657,http://dpanther2.fiu.edu/worldAtolls/310. Abemama.jpg,"Platform 292 km2, passes at W & NW. Lagoon 165 km2, Dmax 22 m. Refs: Allen Coral Atlas 06/21; P10.","Platform 292 km2, passes at W & NW. Lagoon 165 km2, Dmax 22 m. Refs: Allen Coral Atlas 06/21; P10.",19354641.19,43715.5063,
Aranuka,Atoll,Gilbert Islands,0.1659,173.6088,http://dpanther2.fiu.edu/worldAtolls/311. Aranuka.jpg,"Platform 84.7 km2 (incl. submerged area at NW), lagoon 17.9 km2, 42 km2 with apron, all <18m deep. Refs: Allen Coral Atlas 06/21; W2.","Platform 84.7 km2 (incl. submerged area at NW), lagoon 17.9 km2, 42 km2 with apron, all <18m deep. Refs: Allen Coral Atlas 06/21; W2.",19326043.21,18467.92933,
Nonouti,Atoll,Gilbert Islands,-0.6534,174.3477,http://dpanther2.fiu.edu/worldAtolls/312. Nonuti.jpg,"Platform 668 km2, SW rim submerged along with possible slump area. Lagoon ~450 km2, Dmax 20m. Ref: P10.","Platform 668 km2, SW rim submerged along with possible slump area. Lagoon ~450 km2, Dmax 20m. Ref: P10.",19408297.18,-72737.7319,
Beru,Atoll,Gilbert Islands,-1.3215,175.9784,http://dpanther2.fiu.edu/worldAtolls/313. Beru.jpg,"Platform 51.3 km2; lagoon 8.2 km2, mostly shallow and sandy. Ref: Allen Coral Atlas 05/21.","Platform 51.3 km2; lagoon 8.2 km2, mostly shallow and sandy. Ref: Allen Coral Atlas 05/21.",19589825.88,-147121.7518,
Tabituea,Atoll,Gilbert Islands,-1.4089,174.8694,http://dpanther2.fiu.edu/worldAtolls/315. Tabituea.jpg,"Platform 648 km2, western rim submerged; lagoon ~430 km2. Ref: Allen Coral Atlas 06/21 (no bio/geo coverage); P10 (lagoon shallow, but reports depth as zero).","Platform 648 km2, western rim submerged; lagoon ~430 km2. Ref: Allen Coral Atlas 06/21 (no bio/geo coverage); P10 (lagoon shallow, but reports depth as zero).",19466372.56,-156853.8387,
London Central,Atoll,"Spratly Islands, So. China Sea",8.9301,112.4397,http://dpanther2.fiu.edu/worldAtolls/102. Yinqing.jpg,"aka Yinging Central. Platform 2 km2. Coral/algae strongly represented at rim and lagoon flats.  Shoal area 1.45 km2, no clear lagoon. Rock, rubble at SW and seagrass, sand at NE . Ref: Allen Coral Atlas 06/21.","aka Yinging Central. Platform 2 km2. Coral/algae strongly represented at rim and lagoon flats.  Shoal area 1.45 km2, no clear lagoon. Rock, rubble at SW and seagrass, sand at NE . Ref: Allen Coral Atlas 06/21.",12516730.15,998143.5954,
Onotoa,Atoll,Gilbert Islands,-1.8776,175.5596,http://dpanther2.fiu.edu/worldAtolls/316. Onotoa.jpg,"Platform 110 km2, lagoon 68.4 km2, Dmax 15 m. Refs: Allen Coral Atlas 06/21; (no bio/geo coverage); P10.","Platform 110 km2, lagoon 68.4 km2, Dmax 15 m. Refs: Allen Coral Atlas 06/21; (no bio/geo coverage); P10.",19543205.28,-209050.8956,
Nukufetau,Atoll,Tuvalu (Ellis Islands),-7.9942,178.3778,http://dpanther2.fiu.edu/worldAtolls/322. Nukufetau.jpg,"Square-like platform 121.5 km2 with coral/algal rim, two passes at west. Lagoon 93.0 km2 with coral/algae, esp. at W. Apron up to 1 km wide at SW & SE, less elsewhere. Pinnacles in central lagoon, Dmax 40m. Refs: Allen Atlas 05/21; P10.","Square-like platform 121.5 km2 with coral/algal rim, two passes at west. Lagoon 93.0 km2 with coral/algae, esp. at W. Apron up to 1 km wide at SW & SE, less elsewhere. Pinnacles in central lagoon, Dmax 40m. Refs: Allen Atlas 05/21; P10.",19856925.86,-892811.7574,
Funafuti,Atoll,Tuvalu (Ellis Islands),-8.5155,179.113,http://dpanther2.fiu.edu/worldAtolls/323. Funafuti.jpg,"Platform 277 km2, coral/algal rim, several passes. Lagoon 213 km2; apron narrow with µalgae widening at south. Islets/pinnacles in >20m; others deeper, Dmax 52m. First bore attempt in 1896 failed to reach volcanic base. Refs: Allen Atlas 05/21; P10.","Platform 277 km2, coral/algal rim, several passes. Lagoon 213 km2; apron narrow with µalgae widening at south. Islets/pinnacles in >20m; others deeper, Dmax 52m. First bore attempt in 1896 failed to reach volcanic base. Refs: Allen Atlas 05/21; P10.",19938767.95,-951450.3572,
Johnston,Atoll,Isolated central Pacific,16.745,-169.513,http://dpanther2.fiu.edu/worldAtolls/330. Johnston.jpg,"Unincorp. U.S. territory admin. by USAF. Used for nuclear and biol. weapons testing and for Agent Orange storage and disposal; superfund. Lagoon 203 km2; Dmax 27. Ref: Purdy, 2001.","Unincorp. U.S. territory admin. by USAF. Used for nuclear and biol. weapons testing and for Agent Orange storage and disposal; superfund. Lagoon 203 km2; Dmax 27. Ref: Purdy, 2001.",-18870100.84,1891161.621,Johnston
Tabuaeran,Atoll,Line Islands (Kiribati),3.8637,-159.3236,http://dpanther2.fiu.edu/worldAtolls/334. Tabuaeran.jpg,"aka Fanning. Platform area 159.7 km2, pass at central west rim. Lagoon ~93 km2 with reticulations (no Allen Atlas bio coverage) Dmax 16m. Ref: Allen Coral Atlas 05/21; P10.","aka Fanning. Platform area 159.7 km2, pass at central west rim. Lagoon ~93 km2 with reticulations (no Allen Atlas bio coverage) Dmax 16m. Ref: Allen Coral Atlas 05/21; P10.",-17735822.02,430431.4631,
Kanton,Atoll,Phoenix Islands (Kiribati),-2.814,-171.6735,http://dpanther2.fiu.edu/worldAtolls/339. Kanton.jpg,"Platform area 73 km2. Lagoon 48.3 km2, Dmax 22m (P10); 26m (O1). Lagoon reticulated but data not yet available on Allen Atlas 06/21.","Platform area 73 km2. Lagoon 48.3 km2, Dmax 22m (P10); 26m (O1). Lagoon reticulated but data not yet available on Allen Atlas 06/21.",-19110606.6,-313379.0582,Canton (Kanton)
Penrhyn,Atoll,Cook Islands,-8.9993,-157.9715,http://dpanther2.fiu.edu/worldAtolls/355. Penrhyn.jpg,aka Tongareva. Platform area 231.65 km2 (316 km2 by P10); lagoon 191.81 km2 with numerous pinnacles NW & SE; Dmax 67m. Refs: Allen Coral Atlas 06/21; P10.,aka Tongareva. Platform area 231.65 km2 (316 km2 by P10); lagoon 191.81 km2 with numerous pinnacles NW & SE; Dmax 67m. Refs: Allen Coral Atlas 06/21; P10.,-17585306.94,-1005942.168,
Pukapuka,Atoll,Cook Islands,-10.8858,-165.8534,http://dpanther2.fiu.edu/worldAtolls/358. Pukapuka.jpg,"Platform area 24.60 km2, triangular with western tail-like extension (32 km2 by P10). Apron 300->500m wide, lagoon 9.2 km2, mostly shallow but with deep central pockets. Cross-lagoon reticulations. Dmax 50m. Refs: Allen Coral Atlas 06/21; P10.","Platform area 24.60 km2, triangular with western tail-like extension (32 km2 by P10). Apron 300->500m wide, lagoon 9.2 km2, mostly shallow but with deep central pockets. Cross-lagoon reticulations. Dmax 50m. Refs: Allen Coral Atlas 06/21; P10.",-18462716.03,-1219158.676,Pukapuka(Wale)
Mopelia,Atoll,"French Polynesia, Society Islands",-16.8098,-153.9555,http://dpanther2.fiu.edu/worldAtolls/365. Maupihaa.jpg,"aka Maupiha'a. Platform area 52.86 km2,  narrow channel at NW. Lagoon 28.92 km2; Dmax 41m; Dx̄ 26 m. Refs: Allen Coral Atlas 06/21; A4.","aka Maupiha'a. Platform area 52.86 km2,  narrow channel at NW. Lagoon 28.92 km2; Dmax 41m; Dx̄ 26 m. Refs: Allen Coral Atlas 06/21; A4.",-17138247.86,-1898695.83,
Manihi,Atoll,"French Polynesia, Tuamotu group",-14.4038,-145.9477,http://dpanther2.fiu.edu/worldAtolls/369. Manihi.jpg,"Platform 182.39 km2, lagoon 165 km2, Dx̄ 30m, Dmax 37m, renewal time 130 days. Refs: A5; P1; P10.","Platform 182.39 km2, lagoon 165 km2, Dx̄ 30m, Dmax 37m, renewal time 130 days. Refs: A5; P1; P10.",-16246823.65,-1620584.6,
Takaroa,Atoll,"French Polynesia, Tuamotu group",-14.4496,-144.9694,http://dpanther2.fiu.edu/worldAtolls/370. Takaroa.jpg,"Platform 102.88 km2. Lagoon 85.96 km2, Dx̄ 25.8 m, Dmax 48m, renewal time 76 days. Refs: A4; A5; P1.","Platform 102.88 km2. Lagoon 85.96 km2, Dx̄ 25.8 m, Dmax 48m, renewal time 76 days. Refs: A4; A5; P1.",-16137919.79,-1625849.036,
Ahe,Atoll,"French Polynesia, Tuamotu group",-14.4784,-146.3037,http://dpanther2.fiu.edu/worldAtolls/371. Ahe.jpg,"Platform area 162.40 km2. Lagoon 144.63 km2; Dx̄ 50m, Dmax 71m; renewal time 252 days. Refs: A4; A5; P1; D7.","Platform area 162.40 km2. Lagoon 144.63 km2; Dx̄ 50m, Dmax 71m; renewal time 252 days. Refs: A4; A5; P1; D7.",-16286453.39,-1629159.978,
Tikehau,Atoll,"French Polynesia, Tuamotu group",-15.0031,-148.1738,http://dpanther2.fiu.edu/worldAtolls/375. Tikehau.jpg,"Platform 430.62 km2, uplifted 4m. Lagoon 394 km2;  Dx̄  25m, Dmax 40m. Renewal time 60 days (single pass 4m deep). A5, P1, P10, R2.","Platform 430.62 km2, uplifted 4m. Lagoon 394 km2;  Dx̄  25m, Dmax 40m. Renewal time 60 days (single pass 4m deep). A5, P1, P10, R2.",-16494631.96,-1689557.406,
Rangiroa,Atoll,"French Polynesia, Tuamotu group",-15.1138,-147.6486,http://dpanther2.fiu.edu/worldAtolls/376. Rangiroa.jpg,"Platform area 1762 km2, uplifted 3.5m; lagoon 1592 km2, Dx̄ 45m, Dmax 70 m, renewal time 155 days. Refs: P1, P10, M4.","Platform area 1762 km2, uplifted 3.5m; lagoon 1592 km2, Dx̄ 45m, Dmax 70 m, renewal time 155 days. Refs: P1, P10, M4.",-16436166.97,-1702318.682,
Arutua,Atoll,"French Polynesia, Tuamotu group",-15.3217,-146.742,http://dpanther2.fiu.edu/worldAtolls/377. Arutua.jpg,"Platform area 575.63 km2, lagoon 516 km2, Dx̄ 35m, Dmax 19m, renewal time 60 days. Refs: Andréfouët & Chauvin 2005; Andréfouët & Pagés 2001; Purdy, 2001.","Platform area 575.63 km2, lagoon 516 km2, Dx̄ 35m, Dmax 19m, renewal time 60 days. Refs: Andréfouët & Chauvin 2005; Andréfouët & Pagés 2001; Purdy, 2001.",-16335244.72,-1726303.024,
Apataki,Atoll,"French Polynesia, Tuamotu group",-15.4527,-146.3248,http://dpanther2.fiu.edu/worldAtolls/378. Apataki.jpg,"Platform 734.76 km2, lagoon 683km2; Dx̄ 33m, Dmax 50 m, renewal time 101 days. Refs: A5; P1; P10.","Platform 734.76 km2, lagoon 683km2; Dx̄ 33m, Dmax 50 m, renewal time 101 days. Refs: A5; P1; P10.",-16288802.23,-1741428.042,
Aratika,Atoll,"French Polynesia, Tuamotu group",-15.5392,-145.5294,http://dpanther2.fiu.edu/worldAtolls/379. Aratika.jpg,Platform area 171.32 km2; lagoon 146.76 km2 (Allen Coral Atlas 06/21); Dmax 30m. Refs: A5; P10.,Platform area 171.32 km2; lagoon 146.76 km2 (Allen Coral Atlas 06/21); Dmax 30m. Refs: A5; P10.,-16200258.7,-1751420.408,
Kauehi,Atoll,"French Polynesia, Tuamotu group",-15.8772,-145.1562,http://dpanther2.fiu.edu/worldAtolls/384. Kauehi.jpg,"Platform 343 km2; lagoon 315 km2, Dx̄ 50m, Dmax 60m, renewal time 77 days. Refs: A1; P1; P10.","Platform 343 km2; lagoon 315 km2, Dx̄ 50m, Dmax 60m, renewal time 77 days. Refs: A1; P1; P10.",-16158714.27,-1790506.195,
Toau,Atoll,"French Polynesia, Tuamotu group",-15.907,-146.0233,http://dpanther2.fiu.edu/worldAtolls/385. Toau.jpg,Platform 656.69 km2; lagoon 543.3km2 (Google Earth 06/21) Dmax 24m. Refs: A5; P10.,Platform 656.69 km2; lagoon 543.3km2 (Google Earth 06/21) Dmax 24m. Refs: A5; P10.,-16255239.4,-1793955.346,
,Atoll,"French Polynesia, Tuamotu group",-16.0809,-142.4241,http://dpanther2.fiu.edu/worldAtolls/387. Raroia.jpg,"Platform 391.56, lagoon 367.95 km2 with numerous pinnacles;  Dx̄ 32.2 m; Dmax 68 m. Refs: A4; A5","Platform 391.56, lagoon 367.95 km2 with numerous pinnacles;  Dx̄ 32.2 m; Dmax 68 m. Refs: A4; A5",-15854578.29,-1814093.34,
Fakarava,Atoll,"French Polynesia, Tuamotu group",-16.2928,-145.6084,http://dpanther2.fiu.edu/worldAtolls/390. Fakarava.jpg,"Platform area 1243.44. Lagoon 1112 km2; Dx̄ 45m, Dmax 60 m, renewal time 75 days. Refs: A5; P1; P10.","Platform area 1243.44. Lagoon 1112 km2; Dx̄ 45m, Dmax 60 m, renewal time 75 days. Refs: A5; P1; P10.",-16209052.94,-1838655.663,
