"","Atoll","Island","Treatment","Transect","Area","Family","Species","Function","Structure","Coral_cover","Length","Biomass","Abundance","Seabirds_ha","kg_N_ha_yr"
"829","Salomon","Ile_de_la_Passe","No_rats",2,60,"Pomacentridae","Plectroglyphidodon_dickii","Mixed-diet",2,65.67,8,2.4,166.7,15.29,6.06
"830","Salomon","Ile_de_la_Passe","No_rats",2,60,"Pomacentridae","Plectroglyphidodon_johnstonianus","Mixed-diet",2,65.67,8,2.4,166.7,15.29,6.06
"831","Salomon","Ile_de_la_Passe","No_rats",2,150,"Labridae","Epibulus_insidiator","Piscivore",2,65.67,13,2.9,66.7,15.29,6.06
"832","Salomon","Ile_de_la_Passe","No_rats",2,150,"Lethrinidae","Lethrinus_erythracanthus","Piscivore",2,65.67,32,54.2,66.7,15.29,6.06
"833","Salomon","Ile_de_la_Passe","No_rats",2,150,"Serranidae","Plectropomus_areolatus","Piscivore",2,65.67,42,72.7,66.7,15.29,6.06
"834","Salomon","Ile_de_la_Passe","No_rats",2,60,"Pomacentridae","Chromis_viridis","Planktivore",2,65.67,5,0.6,166.7,15.29,6.06
"835","Salomon","Ile_de_la_Passe","No_rats",2,60,"Pomacentridae","Chromis_viridis","Planktivore",2,65.67,5,0.6,166.7,15.29,6.06
"836","Salomon","Ile_de_la_Passe","No_rats",2,60,"Pomacentridae","Chromis_viridis","Planktivore",2,65.67,5,0.6,166.7,15.29,6.06
"837","Salomon","Ile_de_la_Passe","No_rats",2,60,"Pomacentridae","Chromis_viridis","Planktivore",2,65.67,5,0.6,166.7,15.29,6.06
"838","Salomon","Ile_de_la_Passe","No_rats",2,60,"Pomacentridae","Chromis_viridis","Planktivore",2,65.67,5,0.6,166.7,15.29,6.06
"839","Salomon","Ile_de_la_Passe","No_rats",2,60,"Pomacentridae","Chromis_viridis","Planktivore",2,65.67,5,0.6,166.7,15.29,6.06
"840","Salomon","Ile_de_la_Passe","No_rats",2,60,"Pomacentridae","Chromis_viridis","Planktivore",2,65.67,5,0.6,166.7,15.29,6.06
"841","Salomon","Ile_de_la_Passe","No_rats",2,60,"Pomacentridae","Chromis_viridis","Planktivore",2,65.67,5,0.6,166.7,15.29,6.06
"842","Salomon","Ile_de_la_Passe","No_rats",2,60,"Pomacentridae","Chromis_viridis","Planktivore",2,65.67,5,0.6,166.7,15.29,6.06
"843","Salomon","Ile_de_la_Passe","No_rats",2,60,"Pomacentridae","Chromis_viridis","Planktivore",2,65.67,5,0.6,166.7,15.29,6.06
"844","Salomon","Ile_de_la_Passe","No_rats",2,60,"Pomacentridae","Chromis_viridis","Planktivore",2,65.67,6,1,166.7,15.29,6.06
"845","Salomon","Ile_de_la_Passe","No_rats",2,60,"Pomacentridae","Chromis_viridis","Planktivore",2,65.67,6,1,166.7,15.29,6.06
"846","Salomon","Ile_de_la_Passe","No_rats",2,60,"Pomacentridae","Chromis_viridis","Planktivore",2,65.67,6,1,166.7,15.29,6.06
"847","Salomon","Ile_de_la_Passe","No_rats",3,150,"Chaetodontidae","Chaetodon_trifascialis","Corallivore",1.5,33.67,12,3,66.7,15.29,6.06
"848","Salomon","Ile_de_la_Passe","No_rats",3,150,"Chaetodontidae","Chaetodon_trifascialis","Corallivore",1.5,33.67,12,3,66.7,15.29,6.06
"849","Salomon","Ile_de_la_Passe","No_rats",3,150,"Chaetodontidae","Chaetodon_trifasciatus","Corallivore",1.5,33.67,11,2.7,66.7,15.29,6.06
"850","Salomon","Ile_de_la_Passe","No_rats",3,150,"Chaetodontidae","Chaetodon_trifasciatus","Corallivore",1.5,33.67,10,2,66.7,15.29,6.06
"851","Salomon","Ile_de_la_Passe","No_rats",3,150,"Chaetodontidae","Chaetodon_trifasciatus","Corallivore",1.5,33.67,9,1.5,66.7,15.29,6.06
"852","Salomon","Ile_de_la_Passe","No_rats",3,150,"Chaetodontidae","Chaetodon_trifasciatus","Corallivore",1.5,33.67,11,2.7,66.7,15.29,6.06
"853","Salomon","Ile_de_la_Passe","No_rats",3,150,"Chaetodontidae","Chaetodon_trifasciatus","Corallivore",1.5,33.67,12,3.4,66.7,15.29,6.06
"854","Salomon","Ile_de_la_Passe","No_rats",3,150,"Acanthuridae","Ctenochaetus_striatus","Herbivore",1.5,33.67,13,4,66.7,15.29,6.06
"855","Salomon","Ile_de_la_Passe","No_rats",3,150,"Acanthuridae","Ctenochaetus_striatus","Herbivore",1.5,33.67,14,5,66.7,15.29,6.06
"856","Salomon","Ile_de_la_Passe","No_rats",3,150,"Acanthuridae","Ctenochaetus_striatus","Herbivore",1.5,33.67,10,1.8,66.7,15.29,6.06
"857","Salomon","Ile_de_la_Passe","No_rats",3,150,"Acanthuridae","Ctenochaetus_striatus","Herbivore",1.5,33.67,12,3.1,66.7,15.29,6.06
"858","Salomon","Ile_de_la_Passe","No_rats",3,150,"Acanthuridae","Ctenochaetus_striatus","Herbivore",1.5,33.67,12,3.1,66.7,15.29,6.06
"859","Salomon","Ile_de_la_Passe","No_rats",3,150,"Acanthuridae","Ctenochaetus_striatus","Herbivore",1.5,33.67,12,3.1,66.7,15.29,6.06
"860","Salomon","Ile_de_la_Passe","No_rats",3,150,"Acanthuridae","Ctenochaetus_striatus","Herbivore",1.5,33.67,12,3.1,66.7,15.29,6.06
"861","Salomon","Ile_de_la_Passe","No_rats",3,60,"Pomacentridae","Dascyllus_aruanus","Herbivore",1.5,33.67,6,1.5,166.7,15.29,6.06
"862","Salomon","Ile_de_la_Passe","No_rats",3,60,"Pomacentridae","Dascyllus_aruanus","Herbivore",1.5,33.67,7,2.3,166.7,15.29,6.06
"863","Salomon","Ile_de_la_Passe","No_rats",3,60,"Pomacentridae","Dascyllus_aruanus","Herbivore",1.5,33.67,6,1.5,166.7,15.29,6.06
"864","Salomon","Ile_de_la_Passe","No_rats",3,60,"Pomacentridae","Plectroglyphidodon_lacrymatus","Herbivore",1.5,33.67,8,2.4,166.7,15.29,6.06
"865","Salomon","Ile_de_la_Passe","No_rats",3,60,"Pomacentridae","Plectroglyphidodon_lacrymatus","Herbivore",1.5,33.67,8,2.4,166.7,15.29,6.06
"866","Salomon","Ile_de_la_Passe","No_rats",3,60,"Pomacentridae","Plectroglyphidodon_lacrymatus","Herbivore",1.5,33.67,7,1.7,166.7,15.29,6.06
"867","Salomon","Ile_de_la_Passe","No_rats",3,60,"Pomacentridae","Pomacentrus_indicus","Herbivore",1.5,33.67,8,19.5,166.7,15.29,6.06
"868","Salomon","Ile_de_la_Passe","No_rats",3,60,"Pomacentridae","Pomacentrus_indicus","Herbivore",1.5,33.67,7,13.5,166.7,15.29,6.06
"869","Salomon","Ile_de_la_Passe","No_rats",3,60,"Pomacentridae","Pomacentrus_indicus","Herbivore",1.5,33.67,6,8.8,166.7,15.29,6.06
"870","Salomon","Ile_de_la_Passe","No_rats",3,150,"Acanthuridae","Naso_lituratus","Herbivore",1.5,33.67,17,6.4,66.7,15.29,6.06
"871","Salomon","Ile_de_la_Passe","No_rats",3,150,"Scaridae","Chlorurus_strongylocephalus","Herbivore",1.5,33.67,42,103.8,66.7,15.29,6.06
"872","Salomon","Ile_de_la_Passe","No_rats",3,150,"Scaridae","Chlorurus_strongylocephalus","Herbivore",1.5,33.67,38,77.4,66.7,15.29,6.06
"873","Salomon","Ile_de_la_Passe","No_rats",3,150,"Scaridae","Chlorurus_strongylocephalus","Herbivore",1.5,33.67,39,83.5,66.7,15.29,6.06
"874","Salomon","Ile_de_la_Passe","No_rats",3,150,"Acanthuridae","Acanthurus_leucosternon","Herbivore",1.5,33.67,12,2.7,66.7,15.29,6.06
"875","Salomon","Ile_de_la_Passe","No_rats",3,150,"Acanthuridae","Acanthurus_leucosternon","Herbivore",1.5,33.67,11,2.1,66.7,15.29,6.06
"876","Salomon","Ile_de_la_Passe","No_rats",3,150,"Acanthuridae","Acanthurus_nigrofuscus","Herbivore",1.5,33.67,13,4.1,66.7,15.29,6.06
"877","Salomon","Ile_de_la_Passe","No_rats",3,150,"Labridae","Gomphosus_caeruleus","Invertivore",1.5,33.67,11,1.1,66.7,15.29,6.06
"878","Salomon","Ile_de_la_Passe","No_rats",3,150,"Labridae","Gomphosus_caeruleus","Invertivore",1.5,33.67,12,1.3,66.7,15.29,6.06
"879","Salomon","Ile_de_la_Passe","No_rats",3,150,"Labridae","Halichoeres_hortulanus","Invertivore",1.5,33.67,14,2.6,66.7,15.29,6.06
"880","Salomon","Ile_de_la_Passe","No_rats",3,150,"Labridae","Halichoeres_hortulanus","Invertivore",1.5,33.67,15,3.2,66.7,15.29,6.06
"881","Salomon","Ile_de_la_Passe","No_rats",3,150,"Labridae","Halichoeres_scapularis","Invertivore",1.5,33.67,13,2,66.7,15.29,6.06
"882","Salomon","Ile_de_la_Passe","No_rats",3,150,"Labridae","Halichoeres_scapularis","Invertivore",1.5,33.67,10,0.8,66.7,15.29,6.06
"883","Salomon","Ile_de_la_Passe","No_rats",3,150,"Labridae","Halichoeres_scapularis","Invertivore",1.5,33.67,13,2,66.7,15.29,6.06
"884","Salomon","Ile_de_la_Passe","No_rats",3,150,"Labridae","Labroides_dimidiatus","Invertivore",1.5,33.67,10,0.6,66.7,15.29,6.06
"885","Salomon","Ile_de_la_Passe","No_rats",3,150,"Labridae","Labroides_dimidiatus","Invertivore",1.5,33.67,10,0.6,66.7,15.29,6.06
"886","Salomon","Ile_de_la_Passe","No_rats",3,150,"Labridae","Stethojulis_albovittata","Invertivore",1.5,33.67,10,1,66.7,15.29,6.06
"887","Salomon","Ile_de_la_Passe","No_rats",3,150,"Labridae","Thalassoma_hardwicke","Invertivore",1.5,33.67,10,1,66.7,15.29,6.06
"888","Salomon","Ile_de_la_Passe","No_rats",3,150,"Pomacanthidae","Centropyge_multispinis","Invertivore",1.5,33.67,10,1.6,66.7,15.29,6.06
"889","Salomon","Ile_de_la_Passe","No_rats",3,150,"Chaetodontidae","Chaetodon_auriga","Mixed-diet",1.5,33.67,12,3.2,66.7,15.29,6.06
"890","Salomon","Ile_de_la_Passe","No_rats",3,150,"Chaetodontidae","Chaetodon_auriga","Mixed-diet",1.5,33.67,13,4.1,66.7,15.29,6.06
"891","Salomon","Ile_de_la_Passe","No_rats",3,60,"Pomacentridae","Pomacentrus_caeruleus","Mixed-diet",1.5,33.67,5,5.3,166.7,15.29,6.06
"892","Salomon","Ile_de_la_Passe","No_rats",3,60,"Pomacentridae","Chromis_viridis","Planktivore",1.5,33.67,5,0.6,166.7,15.29,6.06
"893","Salomon","Ile_de_la_Passe","No_rats",3,60,"Pomacentridae","Chromis_viridis","Planktivore",1.5,33.67,5,0.6,166.7,15.29,6.06
"894","Salomon","Ile_de_la_Passe","No_rats",3,60,"Pomacentridae","Chromis_viridis","Planktivore",1.5,33.67,5,0.6,166.7,15.29,6.06
"895","Salomon","Ile_de_la_Passe","No_rats",3,60,"Pomacentridae","Chromis_viridis","Planktivore",1.5,33.67,5,0.6,166.7,15.29,6.06
"896","Salomon","Ile_de_la_Passe","No_rats",3,60,"Pomacentridae","Chromis_viridis","Planktivore",1.5,33.67,5,0.6,166.7,15.29,6.06
"897","Salomon","Ile_de_la_Passe","No_rats",3,60,"Pomacentridae","Chromis_viridis","Planktivore",1.5,33.67,5,0.6,166.7,15.29,6.06
"898","Salomon","Ile_de_la_Passe","No_rats",3,60,"Pomacentridae","Chromis_viridis","Planktivore",1.5,33.67,5,0.6,166.7,15.29,6.06
"899","Salomon","Ile_de_la_Passe","No_rats",3,60,"Pomacentridae","Chromis_viridis","Planktivore",1.5,33.67,5,0.6,166.7,15.29,6.06
"900","Salomon","Ile_de_la_Passe","No_rats",3,60,"Pomacentridae","Chromis_viridis","Planktivore",1.5,33.67,5,0.6,166.7,15.29,6.06
"901","Salomon","Ile_de_la_Passe","No_rats",3,60,"Pomacentridae","Chromis_viridis","Planktivore",1.5,33.67,5,0.6,166.7,15.29,6.06
"902","Salomon","Ile_de_la_Passe","No_rats",3,60,"Pomacentridae","Chromis_viridis","Planktivore",1.5,33.67,5,0.6,166.7,15.29,6.06
"903","Salomon","Ile_de_la_Passe","No_rats",3,60,"Pomacentridae","Chromis_viridis","Planktivore",1.5,33.67,5,0.6,166.7,15.29,6.06
"904","Salomon","Ile_de_la_Passe","No_rats",3,60,"Pomacentridae","Chromis_viridis","Planktivore",1.5,33.67,5,0.6,166.7,15.29,6.06
"905","Salomon","Ile_de_la_Passe","No_rats",3,60,"Pomacentridae","Chromis_viridis","Planktivore",1.5,33.67,5,0.6,166.7,15.29,6.06
"906","Salomon","Ile_de_la_Passe","No_rats",3,60,"Pomacentridae","Chromis_viridis","Planktivore",1.5,33.67,5,0.6,166.7,15.29,6.06
"907","Salomon","Ile_de_la_Passe","No_rats",4,150,"Chaetodontidae","Chaetodon_trifasciatus","Corallivore",2,28.67,11,2.7,66.7,15.29,6.06
"908","Salomon","Ile_de_la_Passe","No_rats",4,150,"Chaetodontidae","Chaetodon_trifasciatus","Corallivore",2,28.67,12,3.4,66.7,15.29,6.06
"909","Salomon","Ile_de_la_Passe","No_rats",4,150,"Chaetodontidae","Chaetodon_trifasciatus","Corallivore",2,28.67,12,3.4,66.7,15.29,6.06
"910","Salomon","Ile_de_la_Passe","No_rats",4,150,"Monacanthidae","Oxymonacanthus_longirostris","Corallivore",2,28.67,9,0.6,66.7,15.29,6.06
"911","Salomon","Ile_de_la_Passe","No_rats",4,150,"Monacanthidae","Oxymonacanthus_longirostris","Corallivore",2,28.67,8,0.5,66.7,15.29,6.06
"912","Salomon","Ile_de_la_Passe","No_rats",4,150,"Acanthuridae","Ctenochaetus_striatus","Herbivore",2,28.67,13,4,66.7,15.29,6.06
"913","Salomon","Ile_de_la_Passe","No_rats",4,150,"Acanthuridae","Ctenochaetus_striatus","Herbivore",2,28.67,13,4,66.7,15.29,6.06
"914","Salomon","Ile_de_la_Passe","No_rats",4,150,"Acanthuridae","Ctenochaetus_striatus","Herbivore",2,28.67,12,3.1,66.7,15.29,6.06
"915","Salomon","Ile_de_la_Passe","No_rats",4,150,"Acanthuridae","Ctenochaetus_striatus","Herbivore",2,28.67,12,3.1,66.7,15.29,6.06
"916","Salomon","Ile_de_la_Passe","No_rats",4,150,"Acanthuridae","Ctenochaetus_striatus","Herbivore",2,28.67,12,3.1,66.7,15.29,6.06
"917","Salomon","Ile_de_la_Passe","No_rats",4,150,"Acanthuridae","Ctenochaetus_striatus","Herbivore",2,28.67,12,3.1,66.7,15.29,6.06
"918","Salomon","Ile_de_la_Passe","No_rats",4,150,"Acanthuridae","Ctenochaetus_striatus","Herbivore",2,28.67,12,3.1,66.7,15.29,6.06
"919","Salomon","Ile_de_la_Passe","No_rats",4,60,"Pomacentridae","Dascyllus_aruanus","Herbivore",2,28.67,6,1.5,166.7,15.29,6.06
"920","Salomon","Ile_de_la_Passe","No_rats",4,60,"Pomacentridae","Dascyllus_aruanus","Herbivore",2,28.67,6,1.5,166.7,15.29,6.06
"921","Salomon","Ile_de_la_Passe","No_rats",4,60,"Pomacentridae","Plectroglyphidodon_lacrymatus","Herbivore",2,28.67,7,1.7,166.7,15.29,6.06
"922","Salomon","Ile_de_la_Passe","No_rats",4,60,"Pomacentridae","Plectroglyphidodon_lacrymatus","Herbivore",2,28.67,8,2.4,166.7,15.29,6.06
"923","Salomon","Ile_de_la_Passe","No_rats",4,60,"Pomacentridae","Plectroglyphidodon_lacrymatus","Herbivore",2,28.67,8,2.4,166.7,15.29,6.06
"924","Salomon","Ile_de_la_Passe","No_rats",4,60,"Pomacentridae","Plectroglyphidodon_lacrymatus","Herbivore",2,28.67,8,2.4,166.7,15.29,6.06
"925","Salomon","Ile_de_la_Passe","No_rats",4,60,"Pomacentridae","Plectroglyphidodon_lacrymatus","Herbivore",2,28.67,7,1.7,166.7,15.29,6.06
"926","Salomon","Ile_de_la_Passe","No_rats",4,60,"Pomacentridae","Plectroglyphidodon_lacrymatus","Herbivore",2,28.67,8,2.4,166.7,15.29,6.06
"927","Salomon","Ile_de_la_Passe","No_rats",4,60,"Pomacentridae","Plectroglyphidodon_lacrymatus","Herbivore",2,28.67,8,2.4,166.7,15.29,6.06
"928","Salomon","Ile_de_la_Passe","No_rats",4,150,"Acanthuridae","Acanthurus_nigrofuscus","Herbivore",2,28.67,13,4.1,66.7,15.29,6.06
"929","Salomon","Ile_de_la_Passe","No_rats",4,150,"Acanthuridae","Acanthurus_nigrofuscus","Herbivore",2,28.67,13,4.1,66.7,15.29,6.06
"930","Salomon","Ile_de_la_Passe","No_rats",4,150,"Acanthuridae","Acanthurus_nigrofuscus","Herbivore",2,28.67,12,3.2,66.7,15.29,6.06
"931","Salomon","Ile_de_la_Passe","No_rats",4,150,"Acanthuridae","Acanthurus_nigrofuscus","Herbivore",2,28.67,12,3.2,66.7,15.29,6.06
"932","Salomon","Ile_de_la_Passe","No_rats",4,150,"Acanthuridae","Acanthurus_nigrofuscus","Herbivore",2,28.67,12,3.2,66.7,15.29,6.06
"933","Salomon","Ile_de_la_Passe","No_rats",4,150,"Acanthuridae","Acanthurus_nigrofuscus","Herbivore",2,28.67,12,3.2,66.7,15.29,6.06
"934","Salomon","Ile_de_la_Passe","No_rats",4,150,"Acanthuridae","Acanthurus_nigrofuscus","Herbivore",2,28.67,12,3.2,66.7,15.29,6.06
"935","Salomon","Ile_de_la_Passe","No_rats",4,150,"Acanthuridae","Acanthurus_nigrofuscus","Herbivore",2,28.67,12,3.2,66.7,15.29,6.06
"936","Salomon","Ile_de_la_Passe","No_rats",4,150,"Acanthuridae","Acanthurus_nigrofuscus","Herbivore",2,28.67,12,3.2,66.7,15.29,6.06
"937","Salomon","Ile_de_la_Passe","No_rats",4,150,"Acanthuridae","Acanthurus_nigrofuscus","Herbivore",2,28.67,13,4.1,66.7,15.29,6.06
"938","Salomon","Ile_de_la_Passe","No_rats",4,150,"Cirrhitidae","Paracirrhites_arcatus","Invertivore",2,28.67,11,1.4,66.7,15.29,6.06
"939","Salomon","Ile_de_la_Passe","No_rats",4,150,"Labridae","Gomphosus_caeruleus","Invertivore",2,28.67,11,1.1,66.7,15.29,6.06
"940","Salomon","Ile_de_la_Passe","No_rats",4,150,"Labridae","Gomphosus_caeruleus","Invertivore",2,28.67,12,1.3,66.7,15.29,6.06
"941","Salomon","Ile_de_la_Passe","No_rats",4,150,"Labridae","Gomphosus_caeruleus","Invertivore",2,28.67,12,1.3,66.7,15.29,6.06
"942","Salomon","Ile_de_la_Passe","No_rats",4,150,"Labridae","Gomphosus_caeruleus","Invertivore",2,28.67,11,1.1,66.7,15.29,6.06
"943","Salomon","Ile_de_la_Passe","No_rats",4,150,"Labridae","Gomphosus_caeruleus","Invertivore",2,28.67,12,1.3,66.7,15.29,6.06
"944","Salomon","Ile_de_la_Passe","No_rats",4,150,"Labridae","Halichoeres_hortulanus","Invertivore",2,28.67,10,0.9,66.7,15.29,6.06
"945","Salomon","Ile_de_la_Passe","No_rats",4,150,"Labridae","Halichoeres_hortulanus","Invertivore",2,28.67,12,1.6,66.7,15.29,6.06
"946","Salomon","Ile_de_la_Passe","No_rats",4,150,"Labridae","Halichoeres_scapularis","Invertivore",2,28.67,11,1.2,66.7,15.29,6.06
"947","Salomon","Ile_de_la_Passe","No_rats",4,150,"Labridae","Halichoeres_scapularis","Invertivore",2,28.67,10,0.8,66.7,15.29,6.06
"948","Salomon","Ile_de_la_Passe","No_rats",4,150,"Labridae","Halichoeres_scapularis","Invertivore",2,28.67,10,0.8,66.7,15.29,6.06
"949","Salomon","Ile_de_la_Passe","No_rats",4,150,"Labridae","Stethojulis_albovittata","Invertivore",2,28.67,12,1.8,66.7,15.29,6.06
"950","Salomon","Ile_de_la_Passe","No_rats",4,150,"Labridae","Stethojulis_albovittata","Invertivore",2,28.67,11,1.4,66.7,15.29,6.06
"951","Salomon","Ile_de_la_Passe","No_rats",4,150,"Labridae","Thalassoma_hebraicum","Invertivore",2,28.67,13,1.8,66.7,15.29,6.06
"952","Salomon","Ile_de_la_Passe","No_rats",4,150,"Labridae","Thalassoma_hebraicum","Invertivore",2,28.67,12,1.5,66.7,15.29,6.06
"953","Salomon","Ile_de_la_Passe","No_rats",4,150,"Mullidae","Mulloidichthys_flavolineatus","Invertivore",2,28.67,12,1.8,66.7,15.29,6.06
"954","Salomon","Ile_de_la_Passe","No_rats",4,150,"Mullidae","Mulloidichthys_flavolineatus","Invertivore",2,28.67,12,1.8,66.7,15.29,6.06
"955","Salomon","Ile_de_la_Passe","No_rats",4,150,"Mullidae","Mulloidichthys_flavolineatus","Invertivore",2,28.67,11,1.4,66.7,15.29,6.06
"956","Salomon","Ile_de_la_Passe","No_rats",4,150,"Serranidae","Plectropomus_areolatus","Piscivore",2,28.67,41,67.6,66.7,15.29,6.06
"957","Salomon","Ile_de_la_Passe","No_rats",4,60,"Pomacentridae","Chromis_viridis","Planktivore",2,28.67,6,1,166.7,15.29,6.06
"958","Salomon","Ile_de_la_Passe","No_rats",4,60,"Pomacentridae","Chromis_viridis","Planktivore",2,28.67,6,1,166.7,15.29,6.06
"959","Salomon","Ile_de_la_Passe","No_rats",4,60,"Pomacentridae","Chromis_viridis","Planktivore",2,28.67,6,1,166.7,15.29,6.06
"960","Salomon","Ile_de_la_Passe","No_rats",4,60,"Pomacentridae","Chromis_viridis","Planktivore",2,28.67,6,1,166.7,15.29,6.06
"961","Salomon","Ile_de_la_Passe","No_rats",4,60,"Pomacentridae","Chromis_viridis","Planktivore",2,28.67,6,1,166.7,15.29,6.06
"962","Salomon","Ile_de_la_Passe","No_rats",4,60,"Pomacentridae","Chromis_viridis","Planktivore",2,28.67,6,1,166.7,15.29,6.06
"963","Salomon","Ile_de_la_Passe","No_rats",4,60,"Pomacentridae","Chromis_viridis","Planktivore",2,28.67,6,1,166.7,15.29,6.06
"964","Salomon","Ile_de_la_Passe","No_rats",4,60,"Pomacentridae","Chromis_viridis","Planktivore",2,28.67,6,1,166.7,15.29,6.06
"965","Salomon","Ile_de_la_Passe","No_rats",4,60,"Pomacentridae","Chromis_viridis","Planktivore",2,28.67,6,1,166.7,15.29,6.06
"966","Salomon","Ile_de_la_Passe","No_rats",4,60,"Pomacentridae","Chromis_viridis","Planktivore",2,28.67,6,1,166.7,15.29,6.06
"967","Salomon","Ile_de_la_Passe","No_rats",4,60,"Pomacentridae","Chromis_viridis","Planktivore",2,28.67,5,0.6,166.7,15.29,6.06
"968","Salomon","Ile_de_la_Passe","No_rats",4,60,"Pomacentridae","Chromis_viridis","Planktivore",2,28.67,5,0.6,166.7,15.29,6.06
"969","Salomon","Ile_de_la_Passe","No_rats",4,60,"Pomacentridae","Chromis_viridis","Planktivore",2,28.67,5,0.6,166.7,15.29,6.06
"970","Salomon","Ile_de_la_Passe","No_rats",4,60,"Pomacentridae","Chromis_viridis","Planktivore",2,28.67,5,0.6,166.7,15.29,6.06
"971","Salomon","Ile_de_la_Passe","No_rats",4,60,"Pomacentridae","Chromis_viridis","Planktivore",2,28.67,5,0.6,166.7,15.29,6.06
"972","Salomon","Ile_de_la_Passe","No_rats",4,60,"Pomacentridae","Chromis_viridis","Planktivore",2,28.67,5,0.6,166.7,15.29,6.06
"973","Salomon","Ile_de_la_Passe","No_rats",4,60,"Pomacentridae","Chromis_viridis","Planktivore",2,28.67,5,0.6,166.7,15.29,6.06
"974","Salomon","Ile_de_la_Passe","No_rats",4,60,"Pomacentridae","Chromis_viridis","Planktivore",2,28.67,5,0.6,166.7,15.29,6.06
"975","Salomon","Ile_de_la_Passe","No_rats",4,60,"Pomacentridae","Chromis_viridis","Planktivore",2,28.67,5,0.6,166.7,15.29,6.06
"976","Salomon","Ile_de_la_Passe","No_rats",4,60,"Pomacentridae","Chromis_viridis","Planktivore",2,28.67,5,0.6,166.7,15.29,6.06
"977","Salomon","Ile_Fouquet","Rats",1,150,"Chaetodontidae","Chaetodon_meyeri","Corallivore",3,50.33,12,3.8,66.7,3.85,2.44
"978","Salomon","Ile_Fouquet","Rats",1,150,"Chaetodontidae","Chaetodon_trifasciatus","Corallivore",3,50.33,12,3.4,66.7,3.85,2.44
"979","Salomon","Ile_Fouquet","Rats",1,150,"Chaetodontidae","Chaetodon_trifasciatus","Corallivore",3,50.33,12,3.4,66.7,3.85,2.44
"980","Salomon","Ile_Fouquet","Rats",1,150,"Acanthuridae","Ctenochaetus_striatus","Herbivore",3,50.33,14,5,66.7,3.85,2.44
"981","Salomon","Ile_Fouquet","Rats",1,150,"Acanthuridae","Ctenochaetus_striatus","Herbivore",3,50.33,15,6.1,66.7,3.85,2.44
"982","Salomon","Ile_Fouquet","Rats",1,150,"Acanthuridae","Ctenochaetus_striatus","Herbivore",3,50.33,15,6.1,66.7,3.85,2.44
"983","Salomon","Ile_Fouquet","Rats",1,150,"Acanthuridae","Ctenochaetus_striatus","Herbivore",3,50.33,15,6.1,66.7,3.85,2.44
"984","Salomon","Ile_Fouquet","Rats",1,150,"Acanthuridae","Ctenochaetus_striatus","Herbivore",3,50.33,15,6.1,66.7,3.85,2.44
"985","Salomon","Ile_Fouquet","Rats",1,150,"Acanthuridae","Ctenochaetus_striatus","Herbivore",3,50.33,15,6.1,66.7,3.85,2.44
"986","Salomon","Ile_Fouquet","Rats",1,150,"Acanthuridae","Ctenochaetus_striatus","Herbivore",3,50.33,14,5,66.7,3.85,2.44
"987","Salomon","Ile_Fouquet","Rats",1,150,"Acanthuridae","Ctenochaetus_striatus","Herbivore",3,50.33,14,5,66.7,3.85,2.44
"988","Salomon","Ile_Fouquet","Rats",1,150,"Acanthuridae","Ctenochaetus_striatus","Herbivore",3,50.33,14,5,66.7,3.85,2.44
"989","Salomon","Ile_Fouquet","Rats",1,150,"Acanthuridae","Ctenochaetus_striatus","Herbivore",3,50.33,14,5,66.7,3.85,2.44
"990","Salomon","Ile_Fouquet","Rats",1,150,"Acanthuridae","Ctenochaetus_striatus","Herbivore",3,50.33,14,5,66.7,3.85,2.44
"991","Salomon","Ile_Fouquet","Rats",1,60,"Pomacentridae","Dascyllus_aruanus","Herbivore",3,50.33,4,0.4,166.7,3.85,2.44
"992","Salomon","Ile_Fouquet","Rats",1,60,"Pomacentridae","Dascyllus_aruanus","Herbivore",3,50.33,5,0.8,166.7,3.85,2.44
"993","Salomon","Ile_Fouquet","Rats",1,60,"Pomacentridae","Plectroglyphidodon_lacrymatus","Herbivore",3,50.33,8,2.4,166.7,3.85,2.44
"994","Salomon","Ile_Fouquet","Rats",1,60,"Pomacentridae","Plectroglyphidodon_lacrymatus","Herbivore",3,50.33,7,1.7,166.7,3.85,2.44
"995","Salomon","Ile_Fouquet","Rats",1,60,"Pomacentridae","Pomacentrus_indicus","Herbivore",3,50.33,7,13.5,166.7,3.85,2.44
"996","Salomon","Ile_Fouquet","Rats",1,60,"Pomacentridae","Pomacentrus_indicus","Herbivore",3,50.33,5,5.3,166.7,3.85,2.44
"997","Salomon","Ile_Fouquet","Rats",1,60,"Pomacentridae","Pomacentrus_indicus","Herbivore",3,50.33,6,8.8,166.7,3.85,2.44
"998","Salomon","Ile_Fouquet","Rats",1,60,"Pomacentridae","Pomacentrus_indicus","Herbivore",3,50.33,5,5.3,166.7,3.85,2.44
"999","Salomon","Ile_Fouquet","Rats",1,60,"Pomacentridae","Pomacentrus_indicus","Herbivore",3,50.33,6,8.8,166.7,3.85,2.44
"1000","Salomon","Ile_Fouquet","Rats",1,60,"Pomacentridae","Pomacentrus_indicus","Herbivore",3,50.33,5,5.3,166.7,3.85,2.44
"1001","Salomon","Ile_Fouquet","Rats",1,60,"Pomacentridae","Pomacentrus_indicus","Herbivore",3,50.33,8,19.5,166.7,3.85,2.44
"1002","Salomon","Ile_Fouquet","Rats",1,60,"Pomacentridae","Pomacentrus_indicus","Herbivore",3,50.33,7,13.5,166.7,3.85,2.44
